"name","roaster","roaster_country","roast","rating","review"
"Gesha Rebecca Natural","Small Eyes Café","Taiwan","Medium-Light",95,"Richly sweet, cocoa- and fruit-toned. Concord grape, cocoa nib, sandalwood, maple syrup, lilac in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. Resonant, flavor-saturated finish that highlights fruit and cocoa tones. A superbly structured natural-processed Ethiopia Gesha that leads with clean fruit tones supported by rich cocoa and deep florals."
"Bufcafe Rwanda","JBC Coffee Roasters","United States","Medium-Light",90,"Roundly savory, sweet, quiet. Almond, pine, lightly cooked taro with hints of orange zest and plum blossom in aroma and cup. Gently sweet-savory in structure; very lightly satiny in mouthfeel. The finish is lightly crisp with pungent hints of pine. A quiet coffee with a very distinct savory sweetness. Those who avoid assertively bright coffees may enjoy its restraint."
"Café Granja La Esperanza Sudan Rume Natural","PT's Coffee Roasting Co.","United States","Medium",95,"Shifting, original, startling in its giddy intricacy. Winey pine (think retsina wine), cocoa powder, green apple, Concord grape, ginger blossom, much more in aroma and cup. Sweetly and delicately pungent in structure. Lightly syrupy and almost effervescently buoyant in mouthfeel. The winey pine character and a floral sweetness carry persuasively into a crisp finish. A shape-shifter of a coffee: brilliant, original, absorbing."
"La Papaya Ecuador","Lexington Coffee Roasters","United States","Medium-Light",92,"Crisply sweet, richly dry. Kumquat, cocoa nib, vanilla, allspice and molasses in aroma and cup. Bittersweet in structure with brisk acidity; full, satiny-smooth mouthfeel. The finish simplifies, though resonates pleasantly with both tart and rich elements. An aromatically bright and rousing Typica cup, high-toned with bittersweet citrus and rich spice notes."
"Aponte Colombia","Lexington Coffee Roasters","United States","Medium-Light",90,"Delicate, sweetly pungent. Apple-brandy reduction, hazelnut, lime zest, freesia and fir in aroma and cup. Low-toned, savory-edged structure with gently tart acidity; smooth, lightly creamy mouthfeel. Quietly rich-toned finish, with a hint of tart apple in the long. An attractive composite of tart and savory elements and an exciting coffee, given the historic limitations on processing in Colombia."
"Sumatra Tano Batak","Gracenote Coffee Roasters","United States","Medium-Light",94,"Sweetly and deeply pungent: earth and chocolate. Rich dark chocolate, fresh-turned humus, black currant, magnolia, cedar in aroma and cup. Pungent, sweet-tart in structure, with a profound savory bottom. The mouthfeel is not particularly full, but smooth, satiny. Nothing is lost in a flavor-saturated finish. Classic Sumatra genius: chocolate and earth, sweet-savory berry, balanced and complete."
"Boru Batak Sumatra","Notch Coffee","Canada","Medium-Light",94,"Deep, complex, sweetly pungent. Black currant, baker’s chocolate, moist, fresh-fallen leaves, maple syrup, a slight hint of juicy, berryish ferment in aroma and cup. Crisply sweet-savory in structure; plush, buoyant mouthfeel. Flavor resonates long into a richly drying finish. Fine traditional Sumatra, lightly plump and juicy in mouthfeel, aromatically driven by earth-nuanced pungent fruit and dry chocolate."
"Sumatra Gayo King Mandheling","Fumi Coffee","Taiwan","Medium",93,"Richly sweet, subtly earth-toned, lightly roasty. Distinct dark chocolate, black cherry, fresh-turned loam, cedar, freesia-like flowers in aroma and cup. Sweet-tart in structure, with a savory bottom. Lightly syrupy mouthfeel. The loamy earth notes and dark chocolate dominate in a very sweet, layered finish. Snacking after some work in the garden. The scent of fresh-turned earth and dark chocolate."
"Huta Raja Natural","Giv COFFEE","United States","Light",93,"Cocoa- and mango-toned, quietly zesty. Baker’s chocolate, mango, sandalwood, almond nougat, freesia-like flowers in aroma and cup. In structure, bittersweet with an enlivening tart edge; lightly syrupy mouthfeel. Finish sweetens and consolidates around cocoa, almond and sandalwood. An impressively clean, crisp, cocoa-toned (and atypical) natural-processed coffee from Sumatra."
"Sumatra Pantan Musara","Paradise Roasters","United States","Medium-Light",93,"Richly and vivaciously sweet-savory. Pipe tobacco, date, grapefruit zest, spearmint, rose-like flowers in aroma and cup. Sweetly tart and deeply savory, almost meaty in structure. Syrupy but crisply drying mouthfeel. Flavor consolidates around grapefruit, spearmint and rose in a savory-bottomed, lasting finish. For lovers of depth and sweet-savory resonance — those who enjoy the roundly sweet/tart/savory character of a fine ripe tomato, for example."
"ASOPCAFA Colombia","JBC Coffee Roasters","United States","Medium-Light",91,"Soft, balanced: cocoa and nuts. Baking chocolate, tangerine zest, nut (hazelnut, pistachio), fresh-cut pine in aroma and cup. Delicately brisk in structure; light though silky mouthfeel. Finish is resonant but drying, consolidating around unsweetened chocolate and nut. Crisp, briskly dry yet sweet; delicately chocolate- and nut-toned."
"Natural Burundi Nemba","Amavida Coffee Roasters","United States","Light",92,"Round, layered, sweet-savory, understated but original. Walnut, cocoa powder, maple syrup, hints of pear and rum in aroma and cup. Softly brisk in structure; syrupy and full in mouthfeel. Flavor consolidates around walnut and maple syrup in a gently drying finish.  A quietly original coffee: big-bodied, low-toned, crisply sweet-savory."
"Ka’u Champagne Natural","Paradise Roasters","United States","Light",94,"Vibrant, juicy, brightly fruit-toned and spicily floral. Wild strawberry, honey, dried gardenia, pistachio butter, pink peppercorn in aroma and cup. Sweet-tart structure with crisp, fresh acidity; viscous, lively mouthfeel. The finish amplifies rich floral and fruit with support from deep spice and earthy honey suggestions. Adventures in wine yeast: Two of Hawai’i’s (and the world’s) most common coffee varieties are elevated by an experimental fermentation method that results in a beverage that evokes Champagne — fruity but dry, not effervescent, but exceptionally vibrant."
"Monarch Gesha","Equator Coffees","United States","Medium-Light",94,"Floral and sweetly herbaceous with richly framed depth. Jasmine, spearmint, chocolate, watermelon, fine musk in aroma and cup. Deeply sweet structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish centers around chocolate and jasmine with musk undertones. A deep, nuanced Gesha, excitingly original with high-toned herb notes, low-toned, almost candy-sweet fruit, and rich, spice-toned florals."
"Puna Barrel-Aged","Big Island Coffee Roasters","Hawai'i","Medium-Light",93,"Sweetly spice-toned, richly chocolaty. Salted chocolate, hop flowers, Concord grape, ginger, a hint of aged grappa in aroma and cup. Sweet-savory structure with fruit-forward, wine-toned acidity; full, syrupy mouthfeel. The finish leads with Concord grape and ginger in the short, followed by hops in the long, all bound by a throughline of savory-sweet chocolate and aged grappa. A fascinating sensory experience of a coffee aged in rum barrels: a recombinant mashup of musky fruit notes, sweet ferment, spicy florals, and chocolate with a salty edge."
"Kona Peaberry","Big Island Coffee Roasters","Hawai'i","Medium-Light",93,"Rich-toned, deeply sweet. Black cherry, magnolia, fresh-cut cedar, maple syrup, a hint of thyme in aroma and cup. Sweet-toned structure with round, gentle acidity; lush, syrupy mouthfeel. Resonant finish that centers around notes of black cherry and cedar. The classically delicate, subtle Kona Typica profile is enhanced by the careful medium roast, as well as by the selection of peaberries only."
"Laura’s Reserve SL-28","Hula Daddy Kona Coffee","Hawai'i","Medium-Light",93,"Classic, balanced, rich-toned. Honeysuckle, red currant, toffee, dried coconut, mango in aroma and cup. Sweetly tart in structure with bright acidity; velvety-smooth mouthfeel. The finish consolidates to toffee-toned red currant in the short and coconut in the long. A classic SL-28 cup, juicy-sweet with leading notes of red fruit and spice-toned sweet florals, supported by suggestions of buttery toffee."
"Ka’u Natural","Nine Point Coffee","Taiwan","Medium-Light",93,"Richly fruit-toned, complexly layered. Cacao nib, jujube (red date), marjoram, freesia-like flowers, fresh pipe tobacco in aroma and cup. Sweetly tart structure with bright acidity; lightly satiny mouthfeel. The rich, long finish is flavor-saturated, consolidating to cocoa, fresh tobacco and marjoram. An engaging natural-processed Ka’u coffee, fruit-driven, with a foundation of pipe tobacco and cocoa notes."
"Maui Kupa’a Orange Bourbon","Origin Coffee Roasters","Hawai'i","Medium-Light",93,"Bright, crisply sweet-tart. Peach, honeysuckle, cinnamon, cedar, cacao nib in aroma and cup. Richly sweet, high-toned structure with citrusy acidity; crisp, silky mouthfeel. Peach and honeysuckle carry the short finish, while cocoa-toned cedar resurfaces in the long.  A window into the great potential of higher-grown, cool-climate Maui coffee: bright but balanced, sweet-toned, and subtly nuanced. Grown in Kula, an agricultural zone on the western-facing slopes of Mount Haleakala and source of most of the island’s locally grown fruits and vegetables."
"Honey Typica","Rusty's Hawaiian","Hawai'i","Medium-Light",92,"Crisply sweet, fruit- and spice-toned. Apricot, oak, baker’s chocolate, freesia, sandalwood in aroma and cup. Deeply sweet structure with a tart lift and lively acidity; satiny-smooth mouthfeel. The finish centers around crisp stone fruit and aromatic wood notes, with a hint of spicy flowers underneath. Richly floral and cleanly fruit-toned, an impressive and increasingly familiar style of natural- and honey-processed coffee from Ka’u producers."
"Ka’u Typica Natural","Three Chairs Specialty Turkish Coffee","United States","Medium-Light",92,"Crisply sweet-tart, balanced. Rose hips, almond nougat, orange zest, apricot, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. The finish consolidates to pretty notes of nougat and apricot, with a hint of cedar.  The fruit typical of a natural-processed coffee is pleasingly balanced here by deep nougat, citrus zest, and rich aromatic wood notes."
"Estate-Grown Mamo","Greenwell Farms","Hawai'i","Medium",90,"Sweet-savory, richly wood-framed. Date, spice box, fresh-cut fir, cocoa powder, rhododendron in aroma and cup. Sweetly savory in structure with round, gentle acidity; crisp, satiny mouthfeel. The finish is characterized by dried fruit and mixed baking spices animating fresh-cut aromatic wood.  An opportunity to taste one of the world’s rarest coffees, a hybrid that exemplifies the persistence and ingenuity of coffee scientists."
"Colombia Las Joyas: Fidencio Martinez Lot","Beanfruit Coffee Co.","United States","Medium-Light",91,"High-toned sweetness, crisply tart, pleasantly salty-edged. Dried apricot, tamarind, salted chocolate, cedar, magnolia in aroma and cup. Gently low-toned with balanced tart and salty/savory structure; briskly juicy acidity. Full, buttery mouthfeel. Flavor simplifies in the finish, with hints of salted cocoa and dry cedar carrying into the long. An attractively tart and savory honey-processed coffee. Try it with salty morning dishes, which should develop its subtle, complementary sweetness."
"Colombia Tolima Monteverde Estate Natural Wush Wush","Dou Zhai Coffee & Roast","Taiwan","Medium",94,"Unorthodox but coherent and compelling. Pungent rose, fresh fennel frond, ripe cantaloupe, walnut, marshmallow in aroma and cup. Roundly sweet-savory in structure, with an impressively smooth, plush mouthfeel. Rose-like flowers prevail in a deeply rich finish.  An extraordinary coffee, difficult to characterize in typical coffee language, yet deeply satisfying, ringing with quiet, resonant authority."
"Ethiopia Oromia Guji Washed","Dou Zhai Coffee & Roast","Taiwan","Medium-Light",94,"Very sweet, floral, deeply rich. Date, tangerine zest, fresh pipe tobacco, freesia-like flowers, dark chocolate in aroma and cup. Complex and deeply rich structure; roundly tart acidity. Full, syrupy mouthfeel. The finish is dry but rings with rich tobacco and unsweetened chocolate far into the long. A deep, satisfying coffee, accessible yet resonantly complex."
"Yemen Matari","Baba Java Coffee","United States","Medium",93,"Very sweet, richly perfumed, wood-framed. Pipe-tobacco, lychee fruit, spice box, freesia-like flowers, amber and musk in aroma and cup. Richly, densely composed structure, crisply tart acidity. Impressively syrupy-smooth mouthfeel. The finish consolidates pleasantly into a slightly drying though rich-toned, spicy tobacco. A complex and engaging rendition of the characteristically richly spicy, tobacco-toned, floral-fruity Yemen profile."
